a,a**2,b,b**2,yShift,a,a**2,b,b**2,yShift,vectorDirection,graphPixelCount,medianDistance,rating
0,1.494,-0.087,-1.176,0.124,0.532,0.721,0.084,0.673,2.114,0.23398015,0.25460835,0.29589331,0.1
-1.234,0,0.787,0,1.485,1.615,-0.827,0,0,-0.9,0.19794428,0.27141775,0.25467247,0.3
1.107,0.806,-0.442,0,3.193,-1.287,0.491,0.093,0,1.875,0.23398015,0.25456104,0.29589331,0.1
0,0,0,0,2.396,0,0,1.031,0,-0.272,0.19394029,0.27733099,0.29353165,0.3
0,0,0,0,1.214,0,-0.055,0,0,1.582,0.19394029,0.24538368,0.2533706,0.1
0,0,0,0,-0.594,0.266,0.217,-0.113,0,0.386,0.25800406,0.24625096,0.25337262,0.3
0,0,0,0,0.761,0.908,-0.034,0,0,0.546,0.19394029,0.24536791,0.2533706,0.2
-0.654,0.124,0,-0.225,-0.55,0,-1.379,1.606,-0.476,0.711,0.59033482,0.5614823,0.32711761,0.9
0,0,0,0.707,0.987,1.122,1.577,1.354,0,1.967,0.23398015,0.25456104,0.29589331,0.1
0,-0.322,0,0,0.843,0,0,0,-0.677,3.13,0.24198812,0.26364379,0.27125862,0.2
-1.515,-1.169,0,-0.947,0.514,0,0,-1.915,0,1.085,0.42216744,0.26376994,0.25373133,0.2
1.162,0,1.025,-1.141,-1.929,0.407,-0.69,0,-1.458,0.964,0.23398015,0.25470296,0.29589331,0.1
0,0,-0.898,0,1.638,-1.293,2.65,0,0,-1.712,0.23398015,0.25984355,0.25360547,0.2
0.007,-0.347,0,1.238,0.72,0,-3.012,0,0,-0.187,0.20194827,0.25465566,0.28769615,0.1
-0.934,0,0.531,0.155,0.29,1.361,2.954,0,0,1.399,0.19794428,0.28229812,0.2547458,0.3
0,0,2.528,0,-0.752,0,0,0.134,1.614,-0.174,0.33407977,0.25304725,0.25349864,0.3
0,0,-0.636,-1.124,-0.093,-1.196,0.733,0,0,-3.259,0.20595225,0.25960702,0.25360585,0.2
-0.242,0,0,0,1.541,0,0,0,0,0.405,0.19794428,0.25066618,0.25338057,0.3
1.221,0,0,0.225,-1.696,-0.325,0,0.692,0,-0.286,0.46621128,0.26716021,0.25465307,0.3
0,2.045,-0.929,0,0.088,0.73,0,1.763,-0.714,0.041,0.2459921,0.25205383,0.25445038,0.4
1.215,0.786,-0.717,-0.432,-0.868,-1.096,0,0,-0.436,-1.454,0.4061515,0.26470029,0.25487082,0.5
-1.287,0.5,0.943,0,-0.483,0,1.456,0,1.079,-1.97,0.23798413,0.29910752,0.31155797,0.2
0,0,-0.304,0,0.393,0.301,-1.817,-1.288,1.113,-1.065,0.22196819,0.29734143,0.27156805,0.2
-0.594,-0.36,-0.671,0,-0.576,0.346,0,-1.072,2.517,-1.739,0.19394029,0.26577256,0.25364223,0.4
